,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,상대팀,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점
68,68,35,GS칼텍스,0,141,46,131,40,16,8,0.31,57,13,7,2,0.23,10,5,0,0,0.5,5,0,0,1,0.0,18,5,3,2,0.28,17,7,3,0,0.41,24,10,3,3,0.42,59,3,6,0.05,84,75,9,0,33.5,138,40,2,19.0,71,35,3,13.0,47,3,23,14,0,0.99,3,0,16,1,현대건설,0,0.89,0.29,0.49,0.06,58,75
69,69,35,현대건설,1,97,59,112,40,3,5,0.36,41,9,1,3,0.22,19,8,0,0,0.42,0,0,0,0,,23,6,1,2,0.26,16,10,0,0,0.62,13,7,1,0,0.54,74,3,3,0.04,85,73,12,0,24.35,112,38,2,12.66,53,22,3,6.34,58,16,16,12,2,5.32,11,0,12,0,GS칼텍스,5,0.86,0.34,0.42,0.28,75,58
70,70,36,KGC인삼공사,0,85,50,129,40,10,8,0.31,65,18,9,5,0.28,10,2,1,0,0.2,0,0,0,0,,21,9,0,2,0.43,8,2,0,0,0.25,25,9,0,1,0.36,65,1,3,0.02,84,75,9,0,26.5,130,35,1,11.65,66,28,4,9.67,63,9,24,22,1,3.34,9,0,13,0,흥국생명,4,0.89,0.27,0.42,0.14,64,75
71,71,36,흥국생명,1,103,62,126,48,9,6,0.38,61,22,6,3,0.36,9,4,0,0,0.44,5,2,0,0,0.4,18,7,1,2,0.39,5,3,0,1,0.6,28,10,2,0,0.36,74,4,8,0.05,92,80,12,0,26.990000000000002,131,48,0,15.99,62,27,1,8.66,52,10,20,15,0,3.34,9,0,14,1,KGC인삼공사,1,0.87,0.37,0.44,0.19,75,64
72,72,37,IBK기업은행,0,120,56,159,44,7,8,0.28,78,20,2,5,0.26,15,7,0,0,0.47,9,4,1,0,0.44,30,5,1,2,0.17,10,3,2,0,0.3,17,5,1,1,0.29,80,5,10,0.06,105,87,18,0,25.08,161,40,1,10.83,84,35,5,8.67,58,7,20,19,2,2.58,5,0,21,1,한국도로공사,3,0.83,0.25,0.42,0.12,79,95
73,73,37,한국도로공사,1,129,74,150,62,7,7,0.41,77,26,3,5,0.34,13,5,1,1,0.38,10,6,0,0,0.6,10,3,0,1,0.3,9,5,1,0,0.56,31,17,2,0,0.55,95,5,10,0.05,109,97,12,0,24.25,150,59,0,14.75,70,33,5,7.5,69,7,30,11,6,1.75,3,0,23,0,IBK기업은행,2,0.89,0.39,0.47,0.1,95,79
74,74,38,GS칼텍스,1,148,61,99,49,3,5,0.49,43,22,0,3,0.51,9,6,1,1,0.67,0,0,0,0,,18,7,1,0,0.39,11,7,0,0,0.64,18,7,1,1,0.39,73,6,7,0.08,72,68,4,0,23.990000000000002,104,47,2,16.66,40,17,1,5.34,50,6,20,12,0,2.0,6,0,14,1,KGC인삼공사,0,0.94,0.45,0.42,0.12,75,43
75,75,38,KGC인삼공사,0,100,29,98,25,6,8,0.26,51,13,2,4,0.25,9,2,1,1,0.22,0,0,0,0,,2,2,0,0,1.0,7,1,0,1,0.14,29,7,3,2,0.24,45,1,5,0.02,69,52,17,0,20.35,107,25,0,11.0,66,28,6,7.5,34,3,12,12,1,1.0,2,0,14,0,GS칼텍스,4,0.75,0.23,0.42,0.09,43,75
76,76,39,현대건설,0,113,58,126,46,4,6,0.37,54,19,2,4,0.35,11,4,0,0,0.36,2,2,0,0,1.0,16,4,1,1,0.25,21,11,0,1,0.52,22,6,1,0,0.27,71,4,4,0.06,92,77,15,0,26.490000000000002,134,45,2,15.67,72,30,9,7.67,56,8,12,17,2,2.67,7,0,14,0,흥국생명,5,0.84,0.34,0.42,0.14,69,77
77,77,39,흥국생명,1,127,63,143,50,8,6,0.35,77,23,5,4,0.3,4,3,0,0,0.75,2,1,0,1,0.5,26,9,2,0,0.35,9,3,0,1,0.33,25,11,1,0,0.44,75,9,3,0.12,100,90,10,0,29.990000000000002,143,50,2,16.66,67,29,4,8.66,51,4,25,12,0,1.33,3,0,11,1,현대건설,1,0.9,0.35,0.43,0.08,77,69
78,78,40,GS칼텍스,0,132,43,95,36,9,7,0.38,53,17,4,5,0.32,2,1,0,0,0.5,0,0,0,0,,11,4,2,2,0.36,4,0,0,0,0.0,25,14,3,0,0.56,62,2,4,0.03,67,51,16,0,19.84,100,35,1,13.0,63,17,6,4.17,51,5,23,12,3,1.6700000000000002,5,0,15,0,IBK기업은행,0,0.76,0.35,0.27,0.1,61,74
79,79,40,IBK기업은행,1,100,59,107,44,5,6,0.41,46,19,3,2,0.41,8,1,2,0,0.12,7,4,0,1,0.57,26,16,0,1,0.62,4,0,0,0,0.0,16,4,0,2,0.25,74,6,10,0.08,62,56,6,0,18.67,107,42,2,14.33,58,24,2,7.33,43,9,15,13,0,3.0,7,0,18,1,GS칼텍스,3,0.9,0.39,0.41,0.21,74,61
80,80,41,한국도로공사,1,133,86,183,69,9,6,0.38,115,40,4,4,0.35,16,7,2,0,0.44,4,2,1,0,0.5,12,3,2,1,0.25,12,5,0,0,0.42,24,12,0,1,0.5,110,3,6,0.03,135,111,24,0,23.45,186,62,4,12.7,91,35,6,6.6,74,14,28,18,1,2.8000000000000003,11,0,17,0,흥국생명,2,0.82,0.33,0.38,0.19,110,98
81,81,41,흥국생명,0,136,81,192,66,14,13,0.34,121,40,9,8,0.33,8,4,1,0,0.5,3,1,0,1,0.33,26,9,1,3,0.35,10,4,1,1,0.4,24,8,2,0,0.33,98,6,7,0.06,127,110,17,0,23.7,203,64,1,13.1,104,46,3,8.6,83,9,33,27,3,1.8000000000000003,8,0,24,1,한국도로공사,1,0.87,0.32,0.44,0.11,98,110
82,82,42,KGC인삼공사,0,93,31,109,28,7,14,0.26,70,17,4,7,0.24,6,2,0,0,0.33,1,0,0,1,0.0,19,7,2,5,0.37,9,2,0,1,0.22,4,0,1,0,0.0,51,2,4,0.04,77,64,13,0,21.32,117,23,2,7.67,68,20,6,4.99,40,1,12,16,2,0.33,1,0,22,1,현대건설,4,0.83,0.2,0.29,0.02,49,75
83,83,42,현대건설,1,100,53,103,40,1,11,0.39,45,17,1,5,0.38,16,7,0,2,0.44,0,0,0,0,,18,7,0,2,0.39,12,3,0,2,0.25,12,6,0,0,0.5,73,6,5,0.08,72,63,9,0,21.17,101,36,1,11.99,47,12,2,3.33,51,7,16,8,1,2.3200000000000003,6,0,18,0,KGC인삼공사,5,0.88,0.36,0.26,0.14,75,49
84,84,43,한국도로공사,1,108,75,160,61,14,7,0.38,75,25,7,4,0.33,12,6,0,0,0.5,8,6,0,0,0.75,17,7,1,1,0.41,15,5,1,1,0.33,33,12,5,1,0.36,95,8,6,0.08,108,94,14,0,23.5,162,57,1,14.25,79,46,3,10.75,51,6,19,12,1,1.5,5,0,15,0,현대건설,2,0.87,0.35,0.58,0.12,96,83
85,85,43,현대건설,0,126,68,143,51,6,13,0.36,55,15,4,5,0.27,15,10,0,0,0.67,3,2,0,0,0.67,27,4,1,7,0.15,23,12,1,0,0.52,20,8,0,1,0.4,84,3,5,0.04,98,86,11,1,24.0,155,50,1,12.5,89,33,8,7.91,78,14,18,30,1,3.58,12,0,21,1,한국도로공사,5,0.88,0.32,0.37,0.18,83,96
86,86,44,IBK기업은행,1,104,82,170,70,14,13,0.41,81,34,7,6,0.42,14,4,1,1,0.29,8,4,0,1,0.5,35,15,4,4,0.43,8,4,0,0,0.5,24,9,2,1,0.38,97,3,9,0.03,118,105,13,0,27.42,175,67,2,21.92,82,40,2,9.5,81,9,33,16,0,2.33,7,0,24,0,KGC인삼공사,3,0.89,0.38,0.49,0.11,98,85
87,87,44,KGC인삼공사,0,93,61,157,45,9,9,0.29,86,24,5,5,0.28,5,1,0,0,0.2,0,0,0,0,,37,10,3,4,0.27,5,2,0,0,0.4,24,8,1,0,0.33,86,2,4,0.02,98,85,13,0,21.25,161,42,1,10.5,88,21,3,4.5,88,14,24,31,2,3.5,10,0,16,1,IBK기업은행,4,0.87,0.26,0.24,0.16,85,98
88,88,45,GS칼텍스,0,137,75,174,66,4,20,0.38,68,24,3,9,0.35,4,1,0,1,0.25,1,0,0,1,0.0,39,16,0,5,0.41,13,5,0,1,0.38,49,20,1,3,0.41,102,4,8,0.04,120,109,11,0,21.8,182,65,4,16.3,91,47,8,7.8,68,5,27,18,0,1.0,3,0,32,0,흥국생명,0,0.91,0.36,0.52,0.07,103,104
89,89,45,흥국생명,1,129,72,170,60,5,10,0.35,93,30,2,6,0.32,10,4,1,1,0.4,4,2,0,0,0.5,22,5,2,1,0.23,8,5,0,0,0.62,33,14,0,2,0.42,105,8,14,0.08,113,94,18,1,19.9,173,57,1,11.4,94,51,4,9.6,82,4,31,28,2,0.8,4,0,28,1,GS칼텍스,1,0.83,0.33,0.54,0.05,104,103
90,90,46,한국도로공사,0,126,58,135,48,13,11,0.36,62,18,9,4,0.29,6,1,1,1,0.17,6,1,0,1,0.17,20,10,1,3,0.5,14,4,1,1,0.29,27,14,1,1,0.52,78,3,9,0.04,77,65,12,0,17.58,141,46,1,15.25,89,48,3,11.5,44,7,12,18,2,1.75,6,0,23,1,현대건설,2,0.84,0.33,0.54,0.16,77,98
91,91,46,현대건설,1,108,75,117,59,7,7,0.5,56,28,2,4,0.5,17,8,2,0,0.47,0,0,0,0,,20,10,1,2,0.5,10,4,2,1,0.4,14,9,0,0,0.64,97,3,8,0.03,79,66,13,0,16.5,124,54,2,13.5,69,25,3,5.75,65,13,22,16,2,3.25,9,0,19,0,한국도로공사,5,0.84,0.44,0.36,0.2,98,77
92,92,47,GS칼텍스,0,128,70,138,55,9,9,0.4,60,22,5,6,0.37,7,3,0,0,0.43,1,1,0,0,1.0,17,8,0,2,0.47,15,6,0,0,0.4,38,15,4,1,0.39,89,4,9,0.04,84,72,11,1,19.259999999999998,145,54,3,16.08,84,41,3,9.58,72,11,23,23,1,2.83,9,0,23,0,KGC인삼공사,0,0.86,0.37,0.49,0.15,88,92
93,93,47,KGC인삼공사,1,97,69,145,57,11,11,0.39,68,27,6,5,0.4,16,6,1,2,0.38,0,0,0,0,,29,11,3,2,0.38,8,5,0,0,0.62,24,8,1,2,0.33,91,3,7,0.03,101,82,19,0,21.25,149,55,0,13.75,80,35,4,8.0,64,9,22,22,0,2.25,7,0,18,1,GS칼텍스,4,0.81,0.37,0.44,0.14,92,88
94,94,48,한국도로공사,0,127,73,185,65,12,6,0.35,91,29,6,5,0.32,14,3,3,0,0.21,12,7,0,0,0.58,15,6,2,0,0.4,17,7,0,1,0.41,36,13,1,0,0.36,99,1,15,0.01,132,114,18,0,23.23,192,61,1,13.13,92,55,4,291.01,75,7,33,20,2,1.4000000000000001,5,0,24,1,흥국생명,2,0.86,0.32,0.6,0.09,99,104
95,95,48,흥국생명,1,152,80,185,64,7,12,0.35,97,27,2,7,0.28,8,4,1,0,0.5,5,3,0,0,0.6,40,16,1,2,0.4,17,6,1,3,0.35,18,8,2,0,0.44,104,4,12,0.04,131,117,13,1,25.3,187,62,0,14.000000000000002,84,42,1,125.42,87,12,37,27,1,2.7,9,0,26,0,한국도로공사,1,0.89,0.33,0.5,0.14,104,99
96,96,49,IBK기업은행,1,84,70,141,52,11,6,0.37,74,24,7,4,0.32,6,2,0,0,0.33,10,5,1,0,0.5,26,10,2,2,0.38,7,1,0,0,0.14,18,10,1,0,0.56,93,7,7,0.08,105,93,12,0,23.25,146,49,0,12.25,69,22,6,119.26,56,11,23,15,0,2.75,7,0,13,1,현대건설,3,0.89,0.34,0.32,0.2,94,78
97,97,49,현대건설,0,115,65,148,48,11,10,0.32,71,21,7,6,0.3,10,3,0,0,0.3,0,0,0,0,,35,11,1,3,0.31,16,7,2,1,0.44,16,6,1,0,0.38,79,6,10,0.08,93,80,13,0,20.0,151,44,2,11.0,86,22,7,49.05,76,11,27,27,2,2.75,8,0,24,0,IBK기업은행,5,0.86,0.29,0.26,0.14,78,94
98,98,50,GS칼텍스,0,149,79,183,68,10,13,0.37,95,32,3,5,0.34,10,5,1,2,0.5,0,0,0,0,,23,8,2,3,0.35,16,5,0,1,0.31,39,18,4,2,0.46,98,3,8,0.03,142,115,26,1,27.1,193,66,3,15.0,95,52,7,522.09,75,8,33,18,3,1.6,7,0,28,0,흥국생명,0,0.81,0.34,0.55,0.11,97,103
99,99,50,흥국생명,1,127,75,182,58,8,9,0.32,112,34,5,6,0.3,1,1,0,0,1.0,3,2,0,0,0.67,29,7,1,3,0.24,19,8,1,0,0.42,18,6,1,0,0.33,102,7,7,0.07,120,108,12,0,23.310000000000002,186,55,1,11.31,90,43,3,127.12,89,10,36,30,1,2.18,10,0,18,1,GS칼텍스,1,0.9,0.3,0.48,0.11,103,97
100,100,51,GS칼텍스,0,132,42,101,37,5,5,0.37,41,13,3,3,0.32,5,4,0,0,0.8,0,0,0,0,,21,10,0,1,0.48,7,2,0,0,0.29,27,8,2,1,0.3,63,3,6,0.05,53,43,10,0,14.83,103,34,0,11.5,68,29,4,174.62,46,2,12,24,0,0.8300000000000001,2,0,11,1,IBK기업은행,0,0.81,0.33,0.43,0.04,62,75
101,101,51,IBK기업은행,1,104,64,105,55,2,10,0.52,47,20,2,4,0.43,10,6,0,0,0.6,7,3,0,1,0.43,22,13,0,5,0.59,3,2,0,0,0.67,16,11,0,0,0.69,74,4,6,0.05,74,64,10,0,21.5,113,54,4,17.98,57,22,3,219.81,48,5,27,9,0,1.6600000000000001,3,0,20,0,GS칼텍스,3,0.86,0.48,0.39,0.1,75,62
102,102,52,KGC인삼공사,1,100,80,169,69,12,9,0.41,94,39,6,3,0.41,10,3,0,1,0.3,2,1,0,0,0.5,38,12,3,2,0.32,6,2,2,1,0.33,19,12,1,2,0.63,97,3,4,0.03,123,108,15,0,27.0,178,65,3,16.25,79,29,3,127.21000000000001,73,8,33,21,0,2.0,7,0,16,0,현대건설,4,0.88,0.37,0.37,0.11,98,81
103,103,52,현대건설,0,119,65,162,50,8,9,0.31,73,13,6,6,0.18,17,4,0,1,0.24,2,1,0,0,0.5,21,8,2,0,0.38,20,10,0,1,0.5,29,14,0,1,0.48,82,3,3,0.04,113,92,21,0,23.83,170,49,5,12.25,93,44,3,187.61,66,12,16,26,1,3.0,9,0,18,1,KGC인삼공사,5,0.81,0.29,0.47,0.18,81,98
104,104,53,GS칼텍스,0,127,91,186,80,16,13,0.43,89,36,6,8,0.4,14,5,1,1,0.36,2,0,1,0,0.0,27,11,4,1,0.41,14,4,0,1,0.29,40,24,4,2,0.6,112,4,15,0.04,118,96,22,0,20.4,192,75,3,15.500000000000002,112,46,4,150.18,84,7,30,23,2,1.7000000000000002,6,0,33,1,한국도로공사,0,0.81,0.39,0.41,0.08,112,121
105,105,53,한국도로공사,1,127,88,180,68,7,9,0.38,84,27,3,5,0.32,29,12,1,0,0.41,8,6,0,0,0.75,11,2,1,2,0.18,16,6,0,1,0.38,32,15,2,1,0.47,121,4,9,0.03,130,104,26,0,21.68,187,65,1,13.0,97,49,4,160.6,87,16,31,28,2,3.33,12,0,21,0,GS칼텍스,2,0.8,0.35,0.51,0.18,121,112
106,106,54,IBK기업은행,1,120,60,114,46,7,5,0.4,60,22,3,4,0.37,15,7,0,0,0.47,5,4,0,1,0.8,20,6,3,0,0.3,3,0,1,0,0.0,11,7,0,0,0.64,74,7,10,0.09,79,68,11,0,23.490000000000002,111,43,0,15.16,55,23,2,180.56,55,7,19,15,0,2.33,5,0,15,1,KGC인삼공사,3,0.86,0.39,0.42,0.13,75,60
107,107,54,KGC인삼공사,0,118,45,110,36,7,6,0.33,59,20,4,2,0.34,10,6,0,0,0.6,1,1,0,0,1.0,19,3,1,2,0.16,8,2,1,2,0.25,13,4,1,0,0.31,61,2,6,0.03,90,73,17,0,26.990000000000002,119,33,2,11.01,64,22,7,107.14,52,7,18,20,1,2.33,4,0,15,0,IBK기업은행,4,0.81,0.28,0.34,0.13,60,75
108,108,55,현대건설,1,108,83,175,67,10,7,0.38,70,25,2,3,0.36,15,5,0,1,0.33,5,1,0,1,0.2,34,14,4,1,0.41,13,6,3,0,0.46,38,16,1,1,0.42,98,7,5,0.07,118,103,15,0,25.75,174,63,1,15.75,83,37,3,223.62,75,9,25,27,1,2.25,8,0,14,1,흥국생명,5,0.87,0.36,0.45,0.12,99,88
109,109,55,흥국생명,0,127,74,170,61,9,6,0.36,96,32,6,1,0.33,5,2,0,0,0.4,6,6,0,0,1.0,28,12,1,3,0.43,13,3,1,0,0.23,22,6,1,2,0.27,89,3,6,0.03,112,100,12,0,28.08,177,57,3,15.0,93,48,7,318.37,79,10,33,25,1,2.5,5,0,16,0,현대건설,1,0.89,0.32,0.52,0.13,88,99
110,110,56,KGC인삼공사,0,75,94,181,77,8,15,0.43,97,32,2,9,0.33,6,5,0,0,0.83,1,0,0,0,0.0,48,24,5,4,0.5,6,3,0,1,0.5,23,13,1,1,0.57,111,7,5,0.06,122,101,21,0,20.33,183,72,2,14.67,103,47,5,122.98,83,10,32,27,0,2.0,5,0,22,1,한국도로공사,4,0.83,0.39,0.46,0.12,111,112
111,111,56,한국도로공사,1,127,90,182,77,10,6,0.42,87,34,5,4,0.39,25,12,2,1,0.48,6,3,0,0,0.5,10,6,0,0,0.6,15,7,0,0,0.47,39,15,3,1,0.38,112,5,9,0.04,122,97,25,0,19.7,180,71,1,15.0,106,47,7,205.53,79,8,27,29,1,1.6,6,0,17,0,KGC인삼공사,2,0.8,0.39,0.44,0.1,112,111
112,112,57,IBK기업은행,1,114,57,98,42,6,3,0.43,58,21,5,2,0.36,12,8,0,0,0.67,6,3,0,0,0.5,13,4,0,0,0.31,2,2,0,0,1.0,7,4,1,1,0.57,73,5,8,0.07,65,54,10,1,18.34,97,40,0,13.83,52,17,6,242.39,43,10,17,8,1,3.3200000000000003,7,0,13,0,흥국생명,3,0.83,0.41,0.33,0.23,75,56
113,113,57,흥국생명,0,140,43,96,31,10,9,0.32,58,15,5,7,0.26,1,1,0,0,1.0,3,0,2,0,0.0,13,4,2,2,0.31,16,9,1,0,0.56,5,2,0,0,0.4,59,6,6,0.1,59,50,9,0,18.990000000000002,102,31,1,10.5,65,26,5,205.57999999999998,43,6,16,12,2,2.33,5,0,18,1,IBK기업은행,1,0.85,0.3,0.4,0.14,56,75
114,114,58,GS칼텍스,0,137,65,132,57,12,8,0.43,58,22,5,6,0.38,6,3,1,0,0.5,1,1,0,0,1.0,23,11,4,1,0.48,13,6,0,0,0.46,31,14,2,1,0.45,77,5,4,0.06,89,69,20,0,18.92,143,57,1,14.5,89,36,10,160.47,51,3,20,18,0,0.8300000000000001,3,0,13,1,현대건설,0,0.78,0.4,0.4,0.06,76,94
115,115,58,현대건설,1,108,81,122,59,3,4,0.48,54,25,2,1,0.46,8,2,0,1,0.25,0,0,0,0,,27,14,0,0,0.52,17,11,0,2,0.65,16,7,1,0,0.44,93,10,4,0.11,74,59,14,1,14.75,123,54,1,13.5,73,35,5,119.48,71,12,18,24,1,3.0,12,0,11,0,GS칼텍스,5,0.8,0.44,0.48,0.17,94,76
116,116,59,IBK기업은행,0,105,52,122,45,5,11,0.37,61,19,3,4,0.31,12,5,0,0,0.42,5,2,0,0,0.4,21,8,1,5,0.38,5,0,1,1,0.0,18,11,0,1,0.61,71,4,7,0.06,86,66,19,1,18.25,128,44,1,13.25,82,30,9,185.48000000000002,56,3,23,19,2,0.75,1,0,22,0,한국도로공사,3,0.77,0.34,0.37,0.05,70,95
117,117,59,한국도로공사,1,130,73,130,59,3,5,0.45,57,23,1,4,0.4,14,7,1,0,0.5,14,4,0,0,0.29,13,6,0,1,0.46,8,6,0,0,0.75,24,13,1,0,0.54,94,9,12,0.1,90,78,12,0,20.5,131,56,1,14.25,64,40,4,128.89,49,5,24,14,0,1.25,4,0,18,1,IBK기업은행,2,0.87,0.43,0.62,0.1,95,70
118,118,60,KGC인삼공사,1,75,75,167,66,13,13,0.4,71,24,8,1,0.34,9,2,0,1,0.22,8,5,1,1,0.62,39,14,2,6,0.36,11,6,0,1,0.55,29,15,2,3,0.52,94,3,11,0.03,115,96,18,1,24.25,170,60,1,15.17,84,48,1,164.5,60,6,27,17,1,1.75,4,0,27,1,흥국생명,4,0.83,0.35,0.57,0.1,95,89
119,119,60,흥국생명,0,157,62,150,48,6,10,0.32,55,17,1,3,0.31,5,2,0,1,0.4,6,1,0,0,0.17,37,10,3,4,0.27,12,4,0,1,0.33,35,14,2,1,0.4,90,1,6,0.01,106,85,20,1,24.67,155,47,1,15.17,83,39,3,215.61,68,13,23,19,2,4.16,11,0,20,0,KGC인삼공사,1,0.8,0.3,0.47,0.19,89,95
120,120,61,한국도로공사,1,134,87,171,68,10,8,0.4,96,35,6,4,0.36,8,5,1,0,0.62,17,8,0,0,0.47,13,7,0,2,0.54,11,5,0,0,0.45,26,8,3,2,0.31,109,5,9,0.05,109,95,14,0,19.1,175,65,3,14.450000000000001,95,43,7,215.87,70,14,25,25,1,2.8,10,0,21,1,현대건설,2,0.87,0.37,0.45,0.2,110,100
121,121,61,현대건설,0,108,79,161,62,14,14,0.39,88,32,7,7,0.36,7,2,1,1,0.29,0,0,0,0,,31,13,4,4,0.42,15,8,1,0,0.53,20,7,1,2,0.35,101,7,6,0.07,99,81,18,0,16.25,163,60,1,12.0,100,43,5,214.3,85,10,34,22,2,2.0,9,0,23,0,한국도로공사,5,0.82,0.37,0.43,0.12,100,110
122,122,62,IBK기업은행,1,101,61,98,49,3,7,0.5,47,21,1,6,0.45,12,8,0,0,0.67,4,3,0,0,0.75,10,5,0,1,0.5,6,3,1,0,0.5,19,9,1,0,0.47,74,3,5,0.04,71,59,12,0,19.66,93,48,0,16.0,42,21,4,367.58,43,9,16,8,0,3.0,8,0,12,1,흥국생명,3,0.83,0.52,0.5,0.21,75,49
123,123,62,흥국생명,0,135,37,99,30,9,4,0.3,53,11,2,2,0.21,5,4,0,1,0.8,1,0,0,0,0.0,9,3,1,1,0.33,8,4,1,0,0.5,23,8,5,0,0.35,50,4,8,0.08,58,46,12,0,15.67,107,29,2,12.0,69,32,3,214.49,41,3,15,16,0,0.99,2,0,14,0,IBK기업은행,1,0.79,0.27,0.46,0.07,49,75
124,124,63,GS칼텍스,1,113,53,92,40,1,5,0.43,39,12,1,3,0.31,7,7,0,0,1.0,0,0,0,0,,20,8,0,1,0.4,9,3,0,0,0.33,17,10,0,1,0.59,73,6,4,0.08,73,57,16,0,19.33,97,37,2,15.5,50,25,4,298.71000000000004,46,7,18,17,0,2.33,7,0,11,1,KGC인삼공사,0,0.78,0.38,0.5,0.15,74,53
125,125,63,KGC인삼공사,0,82,42,105,37,7,14,0.35,46,15,1,8,0.33,8,4,0,1,0.5,2,0,0,0,0.0,23,7,5,2,0.3,8,3,0,3,0.38,18,8,1,0,0.44,55,4,4,0.07,67,52,14,1,17.32,112,36,0,12.83,69,38,6,186.5,39,1,17,13,2,0.33,1,0,21,0,GS칼텍스,4,0.78,0.32,0.55,0.03,53,74
126,126,64,IBK기업은행,1,100,84,187,69,6,17,0.37,86,33,1,4,0.38,13,3,3,1,0.23,10,4,0,1,0.4,21,5,1,3,0.24,7,2,0,2,0.29,50,22,1,6,0.44,108,8,10,0.07,139,113,26,0,23.6,187,63,0,14.15,90,40,3,182.96,84,7,45,17,3,1.4,3,0,30,1,한국도로공사,3,0.81,0.34,0.44,0.08,109,102
127,127,64,한국도로공사,0,127,72,181,63,7,10,0.35,76,22,4,5,0.29,17,6,0,1,0.35,6,1,1,0,0.17,23,8,0,1,0.35,4,0,1,0,0.0,55,26,1,3,0.47,103,3,13,0.03,125,111,14,0,23.48,188,61,2,13.580000000000002,98,44,8,174.06,88,6,38,32,0,1.2000000000000002,5,0,25,0,IBK기업은행,2,0.89,0.32,0.45,0.07,102,109
128,128,65,KGC인삼공사,1,93,58,106,40,7,6,0.38,60,23,1,1,0.38,8,4,0,0,0.5,1,0,0,0,0.0,20,9,3,2,0.45,5,2,0,1,0.4,12,2,3,2,0.17,74,9,6,0.12,68,56,12,0,18.68,111,39,2,12.99,60,20,3,108.91,40,9,17,10,0,3.0,7,0,14,1,현대건설,4,0.82,0.35,0.33,0.22,75,61
129,129,65,현대건설,0,109,47,94,37,9,11,0.39,38,13,1,5,0.34,19,9,2,1,0.47,2,1,0,0,0.5,7,3,2,1,0.43,11,5,1,2,0.45,17,6,3,2,0.35,62,3,2,0.05,58,49,9,0,16.5,99,36,1,12.0,68,23,9,91.66,49,7,10,19,3,2.33,6,0,17,0,KGC인삼공사,5,0.84,0.36,0.34,0.14,61,75
130,130,66,KGC인삼공사,1,93,82,171,63,8,9,0.37,96,25,5,5,0.26,14,6,1,1,0.43,3,1,0,0,0.33,39,21,2,1,0.54,7,4,0,1,0.57,12,6,0,1,0.5,106,3,11,0.03,123,106,17,0,21.73,178,62,4,12.53,89,32,4,111.03,81,16,36,13,1,3.2,9,0,25,1,흥국생명,4,0.86,0.35,0.36,0.2,102,95
131,131,66,흥국생명,0,160,70,193,58,17,14,0.3,105,28,10,6,0.27,14,5,1,2,0.36,2,1,0,0,0.5,37,11,1,6,0.3,18,5,3,0,0.28,17,8,2,0,0.47,94,4,5,0.04,123,107,16,0,22.330000000000002,191,55,1,11.8,93,45,3,164.28,86,8,38,28,0,1.6,7,0,20,0,KGC인삼공사,1,0.87,0.29,0.48,0.09,95,102
132,132,67,GS칼텍스,0,123,82,190,67,11,11,0.35,94,36,4,4,0.38,8,4,2,0,0.5,0,0,0,0,,37,6,4,4,0.16,15,4,0,0,0.27,36,17,1,3,0.47,107,6,12,0.06,134,106,28,0,21.3,193,63,1,12.600000000000001,99,47,4,278.1,83,9,34,24,1,1.8,8,0,25,1,한국도로공사,0,0.79,0.33,0.47,0.11,106,114
133,133,67,한국도로공사,1,123,89,182,74,9,7,0.41,103,37,6,4,0.36,5,0,1,0,0.0,6,4,0,0,0.67,26,13,1,1,0.5,7,3,0,0,0.43,35,17,1,2,0.49,114,4,15,0.04,120,101,19,0,20.200000000000003,185,70,1,14.0,94,49,6,99.73,99,11,36,30,1,2.5,9,0,24,0,GS칼텍스,2,0.84,0.38,0.52,0.11,114,106
134,134,68,IBK기업은행,0,101,80,175,71,17,9,0.41,99,36,14,5,0.36,8,4,0,0,0.5,9,4,0,0,0.44,26,12,2,2,0.46,3,1,0,0,0.33,30,14,1,2,0.47,93,3,6,0.03,123,109,14,0,27.83,182,68,3,17.08,93,29,9,163.53,69,6,38,12,1,1.5,4,0,19,0,현대건설,3,0.89,0.37,0.31,0.09,92,98
135,135,68,현대건설,1,108,79,165,53,6,4,0.32,71,19,3,2,0.27,28,13,0,1,0.46,1,1,0,0,1.0,9,2,1,0,0.22,17,6,0,0,0.35,39,12,2,1,0.31,97,9,4,0.09,114,93,21,0,23.75,169,50,3,12.5,87,41,3,230.26999999999998,78,17,23,30,1,4.25,15,0,12,1,IBK기업은행,5,0.82,0.3,0.47,0.22,98,92
