index,경기번호,경기날짜,팀명,홈_어웨이,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,득점점유율,스타팅멤버,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점,상대팀
415,208,2019-01-07,우리카드,0,0,79,126,61,13,12,0.48,60,27,6,9,0.45,1,1,0,0,1.0,0,0,0,0,0.0,30,16,4,1,0.53,13,4,1,2,0.31,22,13,2,0,0.59,103,4,15,0.04,61,47,14,0,9.87,122,57,1,12.67,89,36,7,127.12,65,14,17,23,1,3.12,12,0,29,0.9999999999999996,6,6,0.77,0.47,0.4,0.22,106,107,대한항공
416,209,2019-01-08,KB손해보험,0,0,50,99,42,10,9,0.42,27,8,1,4,0.3,2,1,0,0,0.5,0,0,0,0,0.0,27,15,2,2,0.56,8,4,0,1,0.5,35,14,7,2,0.4,70,2,8,0.03,61,40,21,0,10.83,99,39,0,9.83,70,34,6,167.03,47,6,18,18,1,1.58,4,0,18,1.0,4,2,0.66,0.39,0.49,0.13,82,104,삼성화재
417,209,2019-01-08,삼성화재,1,1,80,111,62,7,5,0.56,54,26,5,3,0.48,1,1,0,0,1.0,2,2,0,0,1.0,35,24,1,2,0.69,13,4,1,0,0.31,6,5,0,0,0.83,96,7,18,0.07,59,50,9,0,13.42,118,60,0,19.16,74,36,3,133.98000000000002,45,11,14,15,1,2.75,8,0,24,1.0,6,3,0.85,0.51,0.49,0.24,104,82,KB손해보험
418,210,2019-01-10,대한항공,0,0,59,105,49,20,10,0.47,22,6,3,3,0.27,2,0,1,1,0.0,0,0,0,0,0.0,33,17,5,3,0.52,16,10,3,0,0.62,32,16,8,3,0.5,84,2,17,0.02,51,33,18,0,8.83,103,46,1,13.33,85,44,8,198.23,42,8,13,15,0,2.0,7,0,28,0.9999999999999996,6,0,0.65,0.45,0.52,0.19,85,101,현대캐피탈
419,210,2019-01-10,현대캐피탈,1,1,73,92,45,8,11,0.49,41,21,3,6,0.51,0,0,0,0,0.0,0,0,0,0,0.0,27,10,3,3,0.37,13,7,1,0,0.54,11,7,1,2,0.64,99,8,15,0.08,46,30,16,0,7.75,90,40,0,10.83,69,28,2,143.93,54,20,10,19,0,5.0,17,0,26,1.0,6,1,0.65,0.44,0.41,0.37,101,85,대한항공
420,211,2019-01-11,OK저축은행,1,1,56,71,35,8,6,0.49,24,9,2,3,0.38,3,1,0,0,0.33,0,0,0,0,0.0,17,8,2,1,0.47,13,10,2,0,0.77,14,7,2,2,0.5,74,10,15,0.14,29,23,6,0,7.66,71,32,0,10.66,52,26,1,157.53,36,11,8,14,1,3.66,10,0,22,0.9999999999999996,6,4,0.79,0.45,0.5,0.31,78,66,삼성화재
421,211,2019-01-11,삼성화재,0,0,42,66,33,11,6,0.5,29,15,6,3,0.52,1,1,0,0,1.0,0,0,0,0,0.0,23,12,4,2,0.52,8,1,1,1,0.12,5,4,0,0,0.8,59,1,12,0.02,29,22,7,0,7.32,55,25,1,8.33,55,24,9,69.69,42,8,12,17,0,2.67,5,0,19,1.0,6,3,0.76,0.45,0.44,0.19,66,78,OK저축은행
422,212,2019-01-12,우리카드,0,1,55,62,42,2,4,0.68,19,11,0,1,0.58,3,2,0,1,0.67,0,0,0,0,0.0,16,12,0,2,0.75,6,5,0,0,0.83,18,12,2,0,0.67,68,5,4,0.07,29,16,13,0,5.33,59,38,0,12.66,46,27,0,230.06,37,8,5,14,2,2.66,5,0,10,0.9999999999999996,6,6,0.55,0.64,0.59,0.22,75,56,한국전력
423,212,2019-01-12,한국전력,1,0,45,80,43,8,7,0.54,33,13,3,4,0.39,1,1,0,0,1.0,0,0,0,0,0.0,21,8,3,3,0.38,9,7,1,0,0.78,16,14,1,0,0.88,56,0,10,0.0,32,25,7,0,8.32,85,43,0,14.33,68,28,5,97.17,21,2,6,13,0,0.66,1,0,17,0.9999999999999998,6,5,0.78,0.51,0.41,0.1,56,75,우리카드
424,213,2019-01-13,KB손해보험,1,0,73,111,64,6,10,0.58,47,13,5,8,0.28,2,2,0,0,1.0,0,0,0,0,0.0,31,24,1,2,0.77,10,7,0,0,0.7,21,18,0,0,0.86,98,1,21,0.01,56,41,15,0,11.24,112,65,0,16.41,87,37,13,164.69,47,8,13,14,2,2.08,6,0,33,1.0,5,2,0.73,0.58,0.43,0.17,104,108,현대캐피탈
425,213,2019-01-13,현대캐피탈,0,1,64,98,48,8,7,0.49,37,13,3,4,0.35,0,0,0,0,0.0,0,0,0,0,0.0,22,12,1,1,0.55,18,11,3,2,0.61,21,12,1,0,0.57,89,12,19,0.13,50,36,13,1,9.41,80,33,0,8.25,84,51,1,312.39,41,4,12,18,1,1.0,6,0,28,1.0,5,1,0.72,0.41,0.61,0.1,108,104,KB손해보험
426,214,2019-01-14,OK저축은행,0,0,72,100,49,11,8,0.49,42,19,4,4,0.45,1,1,0,0,1.0,0,0,0,0,0.0,24,13,4,2,0.54,10,4,2,1,0.4,23,12,1,1,0.52,91,6,17,0.07,49,39,10,0,7.8,109,48,0,9.6,85,30,7,87.5,51,17,15,12,2,3.4,13,0,27,0.9999999999999998,6,4,0.8,0.44,0.35,0.33,102,109,대한항공
427,214,2019-01-14,대한항공,1,1,77,116,53,17,9,0.46,22,12,2,0,0.55,0,0,0,0,0.0,0,0,0,0,0.0,29,10,8,2,0.34,15,6,1,2,0.4,50,25,6,5,0.5,110,11,15,0.1,57,45,12,0,9.53,108,48,1,9.73,81,42,6,224.6,58,13,13,22,0,3.41,7,0,25,0.9999999999999996,6,0,0.79,0.44,0.52,0.22,109,102,OK저축은행
428,215,2019-01-15,삼성화재,0,1,62,74,45,4,5,0.61,36,24,1,2,0.67,3,3,0,0,1.0,0,0,0,0,0.0,21,12,2,1,0.57,4,2,0,0,0.5,10,4,1,2,0.4,68,6,9,0.09,36,27,9,0,8.99,73,37,2,12.32,58,27,3,123.67,38,11,3,19,0,3.67,10,0,16,0.9999999999999996,6,3,0.75,0.51,0.47,0.29,75,63,한국전력
429,215,2019-01-15,한국전력,1,0,39,68,34,9,5,0.5,25,8,6,1,0.32,2,2,0,0,1.0,0,0,0,0,0.0,23,13,1,4,0.57,0,0,0,0,0.0,18,11,2,0,0.61,50,2,4,0.04,26,19,7,0,6.33,71,35,0,11.66,30,7,5,21.05,26,3,7,15,0,1.0,1,0,9,1.0,4,5,0.73,0.49,0.23,0.12,63,75,삼성화재
430,216,2019-01-17,KB손해보험,0,0,40,76,35,6,4,0.46,24,11,5,0,0.46,1,1,0,0,1.0,0,0,0,0,0.0,27,10,1,2,0.37,7,3,0,0,0.43,17,10,0,2,0.59,45,3,15,0.07,22,16,6,0,5.34,78,34,1,11.33,61,27,1,123.57,25,2,5,14,0,0.66,3,0,20,1.0,5,2,0.73,0.44,0.44,0.08,65,77,우리카드
431,216,2019-01-17,우리카드,1,1,51,77,44,5,7,0.57,36,17,2,3,0.47,1,1,0,0,1.0,0,0,0,0,0.0,22,15,2,3,0.68,6,4,0,1,0.67,12,7,1,0,0.58,75,1,9,0.01,45,36,9,0,12.0,73,41,0,13.66,47,21,3,121.97,42,6,13,18,3,2.0,5,0,19,1.0,6,6,0.8,0.56,0.45,0.14,77,65,KB손해보험
432,217,2019-01-18,OK저축은행,0,0,62,88,49,3,11,0.56,33,18,2,1,0.55,5,3,0,0,0.6,0,0,0,0,0.0,16,9,0,3,0.56,17,8,1,4,0.47,17,11,0,3,0.65,77,5,17,0.06,40,25,15,0,6.58,79,36,0,9.0,75,41,3,150.42000000000002,34,8,9,14,0,2.08,6,0,28,0.9999999999999998,4,4,0.62,0.46,0.55,0.24,86,96,한국전력
433,217,2019-01-18,한국전력,1,1,60,84,50,8,5,0.6,24,12,2,2,0.5,4,3,0,0,0.75,0,0,0,0,0.0,23,14,1,2,0.61,12,7,2,1,0.58,21,14,3,0,0.67,95,4,6,0.04,43,28,15,0,7.08,89,46,0,11.5,61,35,4,215.63,43,6,11,18,2,1.5,5,0,13,1.0,5,5,0.65,0.52,0.57,0.14,96,86,OK저축은행
434,218,2019-01-24,우리카드,1,1,55,82,42,8,6,0.51,34,11,4,4,0.32,2,2,0,0,1.0,0,0,0,0,0.0,19,10,3,2,0.53,8,5,0,0,0.62,19,14,1,0,0.74,67,1,11,0.01,45,32,13,0,10.65,79,39,0,12.99,57,32,3,253.03,46,12,11,16,0,4.0,10,0,17,0.9999999999999998,6,6,0.71,0.49,0.56,0.26,75,67,한국전력
435,218,2019-01-24,한국전력,0,0,49,88,38,12,7,0.43,34,14,5,5,0.41,4,2,2,0,0.5,0,0,0,0,0.0,19,5,2,2,0.26,12,7,1,0,0.58,19,10,2,0,0.53,67,3,11,0.04,43,33,10,0,11.0,90,36,1,11.99,62,33,1,262.95,42,8,12,17,1,2.66,7,0,20,0.9999999999999998,6,5,0.77,0.4,0.53,0.19,67,75,우리카드
436,219,2019-01-25,KB손해보험,1,0,59,107,52,11,8,0.49,34,14,4,2,0.41,1,0,0,0,0.0,0,0,0,0,0.0,31,20,2,5,0.65,15,8,0,0,0.53,26,10,5,1,0.38,87,1,16,0.01,67,49,18,0,10.6,125,57,1,11.76,69,37,6,249.99,56,6,20,18,0,1.46,3,0,25,0.9999999999999996,6,2,0.73,0.46,0.54,0.11,103,112,대한항공
437,219,2019-01-25,대한항공,0,1,82,124,59,6,13,0.48,46,16,3,6,0.35,1,0,0,0,0.0,0,0,0,0,0.0,24,18,0,1,0.75,25,16,2,1,0.64,28,9,1,5,0.32,109,8,23,0.07,74,50,24,0,10.05,124,58,1,12.05,83,45,1,255.65,59,15,14,19,0,3.0,10,0,37,0.9999999999999998,6,0,0.68,0.47,0.54,0.25,112,103,KB손해보험
438,220,2019-01-26,OK저축은행,0,0,68,91,48,8,8,0.53,27,10,6,1,0.37,2,2,0,0,1.0,0,0,0,0,0.0,22,9,0,5,0.41,10,8,0,2,0.8,30,19,2,0,0.63,93,11,21,0.12,38,25,13,0,5.1,73,38,2,7.6,76,33,2,133.39,49,9,9,26,0,1.8,7,0,31,0.9999999999999996,6,4,0.66,0.52,0.43,0.18,99,103,삼성화재
439,220,2019-01-26,삼성화재,1,1,71,100,59,9,5,0.59,49,28,4,3,0.57,0,0,0,0,0.0,0,0,0,0,0.0,30,20,4,2,0.67,8,3,0,0,0.38,13,8,1,0,0.62,95,3,20,0.03,42,34,8,0,6.8,92,52,0,10.4,77,33,11,162.69,53,9,14,23,3,1.8,7,0,28,0.9999999999999996,6,3,0.81,0.57,0.43,0.17,103,99,OK저축은행
440,221,2019-01-27,우리카드,0,1,52,77,38,7,11,0.49,36,15,3,5,0.42,1,1,0,0,1.0,0,0,0,0,0.0,10,4,1,3,0.4,7,2,1,2,0.29,23,16,2,1,0.7,52,2,6,0.04,37,29,8,0,9.67,66,33,3,11.01,56,25,3,251.2,37,12,11,7,1,4.0,6,0,21,1.0,5,6,0.78,0.5,0.45,0.32,75,63,현대캐피탈
441,221,2019-01-27,현대캐피탈,1,0,37,70,30,10,4,0.43,32,11,4,2,0.34,1,1,0,0,1.0,0,0,0,0,0.0,19,8,6,2,0.42,7,4,0,0,0.57,11,6,0,0,0.55,46,2,5,0.04,29,21,8,0,7.0,82,28,2,9.34,54,24,4,90.42,28,5,9,11,1,1.66,5,0,12,0.9999999999999998,3,1,0.72,0.34,0.44,0.18,63,75,우리카드
442,222,2019-01-28,KB손해보험,0,1,77,111,56,8,8,0.5,39,14,4,2,0.36,7,6,0,0,0.86,0,0,0,0,0.0,34,18,1,4,0.53,5,3,1,0,0.6,26,15,2,2,0.58,91,7,10,0.08,61,41,20,0,8.33,120,55,1,11.13,89,51,4,214.06,58,14,15,17,3,2.98,11,0,22,0.9999999999999996,6,2,0.67,0.46,0.57,0.24,104,98,한국전력
443,222,2019-01-28,한국전력,1,0,73,128,61,15,9,0.48,36,16,4,4,0.44,9,6,0,0,0.67,0,0,0,0,0.0,32,17,3,2,0.53,13,7,0,1,0.54,38,15,8,2,0.39,98,4,9,0.04,71,55,16,0,11.27,127,55,2,11.0,92,46,8,312.3,54,8,16,24,1,1.6,7,0,21,1.0,6,5,0.77,0.43,0.5,0.15,98,104,KB손해보험
444,223,2019-01-29,OK저축은행,1,0,47,79,38,9,5,0.48,33,13,3,2,0.39,4,3,0,0,0.75,0,0,0,0,0.0,23,11,3,3,0.48,6,3,0,0,0.5,13,8,3,0,0.62,76,5,19,0.07,32,25,7,0,6.75,67,34,0,8.67,60,29,3,271.67,26,4,6,14,1,1.0,3,0,25,0.9999999999999998,6,4,0.78,0.51,0.48,0.15,87,91,대한항공
445,223,2019-01-29,대한항공,0,1,65,85,50,4,8,0.59,17,7,0,4,0.41,2,1,0,0,0.5,0,0,0,0,0.0,26,15,2,3,0.58,16,12,0,0,0.75,24,15,2,1,0.62,88,6,20,0.07,46,32,14,0,8.0,86,48,1,12.0,65,28,6,111.1,43,9,14,15,1,2.25,8,0,30,0.9999999999999998,6,0,0.7,0.56,0.43,0.21,91,87,OK저축은행
446,224,2019-01-31,삼성화재,0,0,48,77,40,8,6,0.52,40,21,5,4,0.52,2,1,0,0,0.5,0,0,0,0,0.0,22,13,3,1,0.59,9,2,0,0,0.22,4,3,0,1,0.75,61,3,10,0.05,33,26,7,0,8.67,77,39,1,12.99,66,28,8,125.0,33,5,8,15,1,1.65,5,0,18,0.9999999999999998,6,3,0.79,0.51,0.42,0.15,64,77,현대캐피탈
447,224,2019-01-31,현대캐피탈,1,1,56,74,41,5,5,0.55,34,11,3,4,0.32,0,0,0,0,0.0,0,0,0,0,0.0,14,10,0,1,0.71,13,10,1,0,0.77,13,10,1,0,0.77,71,7,10,0.1,42,31,11,0,10.33,78,41,1,13.66,52,26,3,141.01,32,8,11,11,0,2.66,7,0,16,0.9999999999999996,5,1,0.74,0.53,0.5,0.25,77,64,삼성화재
448,225,2019-02-01,OK저축은행,0,1,63,79,52,5,10,0.66,31,18,2,6,0.58,4,2,0,1,0.5,0,0,0,0,0.0,21,15,2,3,0.71,9,6,0,0,0.67,14,11,1,0,0.79,72,2,13,0.03,33,29,4,0,9.65,80,49,1,16.33,55,27,2,231.63,46,9,16,17,2,2.99,9,0,26,0.9999999999999998,5,4,0.88,0.61,0.49,0.2,75,61,한국전력
449,225,2019-02-01,한국전력,1,0,33,70,26,9,5,0.37,22,6,6,0,0.27,4,0,0,0,0.0,0,0,0,0,0.0,19,6,2,4,0.32,8,4,0,1,0.5,17,10,1,0,0.59,60,2,7,0.03,25,16,9,0,5.34,69,24,0,8.0,52,24,2,155.29,34,5,8,20,0,1.6700000000000002,3,0,12,1.0,6,5,0.64,0.35,0.46,0.15,61,75,OK저축은행
450,226,2019-02-02,KB손해보험,1,0,32,54,26,7,8,0.48,14,7,2,0,0.5,4,3,1,0,0.75,0,0,0,0,0.0,16,3,1,6,0.19,8,6,1,0,0.75,12,7,2,2,0.58,43,3,4,0.07,22,15,7,0,5.0,74,35,0,11.67,54,26,5,212.12,23,3,4,12,2,0.99,3,0,14,1.0,2,2,0.68,0.47,0.48,0.13,63,77,우리카드
451,226,2019-02-02,우리카드,0,1,55,66,37,4,4,0.56,30,17,1,1,0.57,1,1,0,0,1.0,0,0,0,0,0.0,16,6,3,2,0.38,11,7,0,1,0.64,8,6,0,0,0.75,70,7,11,0.1,29,21,8,0,7.0,65,34,2,11.33,55,22,3,132.06,29,11,5,10,1,3.65,8,0,18,0.9999999999999996,6,6,0.72,0.52,0.4,0.38,77,63,KB손해보험
452,227,2019-02-03,대한항공,1,1,77,105,59,10,7,0.56,27,13,3,1,0.48,0,0,0,0,0.0,0,0,0,0,0.0,36,18,5,4,0.5,18,14,0,1,0.78,24,14,2,1,0.58,105,6,16,0.06,59,38,21,0,7.6,102,56,1,11.2,77,40,4,236.48,55,12,14,22,0,2.4000000000000004,10,0,24,0.9999999999999998,6,0,0.64,0.55,0.52,0.22,105,97,현대캐피탈
453,227,2019-02-03,현대캐피탈,0,0,71,107,57,12,7,0.53,34,11,4,3,0.32,3,1,1,0,0.33,0,0,0,0,0.0,30,20,3,2,0.67,15,9,2,0,0.6,25,16,2,2,0.64,87,4,17,0.05,48,31,17,0,6.35,99,50,1,10.1,89,42,6,241.09,40,10,8,16,0,2.0,8,0,25,0.9999999999999996,6,1,0.65,0.51,0.47,0.25,97,105,대한항공
454,228,2019-02-04,삼성화재,1,1,62,77,49,4,2,0.64,32,18,3,0,0.56,2,2,0,0,1.0,0,0,0,0,0.0,19,12,1,1,0.63,10,6,0,1,0.6,14,11,0,0,0.79,71,3,14,0.04,34,27,7,0,9.0,72,47,0,15.66,54,30,6,153.34,41,10,8,15,1,3.34,10,0,17,1.0,6,3,0.79,0.65,0.56,0.24,76,63,한국전력
455,228,2019-02-04,한국전력,0,0,38,66,29,10,4,0.44,28,9,3,2,0.32,3,2,0,1,0.67,0,0,0,0,0.0,20,11,4,1,0.55,3,2,0,0,0.67,12,5,3,0,0.42,53,5,9,0.09,30,23,7,0,7.66,71,32,0,10.67,54,17,2,115.15,30,4,9,16,0,1.33,2,0,13,0.9999999999999996,5,5,0.77,0.45,0.31,0.13,63,76,삼성화재
456,229,2019-02-05,KB손해보험,0,1,51,72,39,6,3,0.54,20,10,2,0,0.5,2,2,0,0,1.0,0,0,0,0,0.0,22,8,3,2,0.36,12,10,0,0,0.83,16,9,1,1,0.56,68,7,10,0.1,39,30,9,0,10.0,76,41,1,13.66,48,21,5,192.02,29,5,9,9,1,1.6700000000000002,3,0,15,1.0,4,2,0.77,0.54,0.44,0.17,79,68,OK저축은행
457,229,2019-02-05,OK저축은행,1,0,38,63,29,4,7,0.46,26,10,1,6,0.38,3,1,1,0,0.33,0,0,0,0,0.0,17,7,2,1,0.41,3,2,0,0,0.67,14,9,0,0,0.64,46,5,14,0.11,29,23,6,0,7.67,72,34,1,11.33,43,12,7,118.38,20,4,3,10,0,1.33,2,0,22,1.0,4,4,0.79,0.47,0.28,0.2,68,79,KB손해보험
458,230,2019-02-06,대한항공,0,1,55,87,43,7,4,0.49,25,13,2,2,0.52,1,1,0,0,1.0,0,0,0,0,0.0,25,12,4,2,0.48,13,6,1,0,0.46,23,11,0,0,0.48,65,3,8,0.05,41,37,4,0,12.33,90,43,0,14.34,49,25,2,143.45,47,9,18,16,0,3.01,8,0,12,0.9999999999999996,5,0,0.9,0.48,0.51,0.19,75,62,우리카드
459,230,2019-02-06,우리카드,1,0,43,72,36,8,6,0.5,27,13,3,1,0.48,0,0,0,0,0.0,0,0,0,0,0.0,20,10,2,3,0.5,5,4,0,0,0.8,20,9,3,2,0.45,44,3,8,0.07,44,29,15,0,9.66,71,31,0,10.34,61,24,2,108.37,25,4,9,5,0,1.33,4,0,14,1.0,5,6,0.66,0.44,0.39,0.16,62,75,대한항공
460,231,2019-02-07,한국전력,1,1,49,68,40,7,3,0.59,32,11,5,3,0.34,3,3,0,0,1.0,0,0,0,0,0.0,15,11,1,0,0.73,6,6,0,0,1.0,12,9,1,0,0.75,74,2,10,0.03,37,29,8,0,9.67,68,37,1,12.32,50,20,5,95.0,35,7,11,13,0,2.33,6,0,14,0.9999999999999998,6,5,0.78,0.54,0.4,0.2,75,63,현대캐피탈
461,231,2019-02-07,현대캐피탈,0,0,45,77,35,7,11,0.45,19,8,3,1,0.42,1,1,0,0,1.0,0,0,0,0,0.0,24,10,1,8,0.42,10,4,1,1,0.4,23,12,2,1,0.52,56,5,14,0.09,34,22,12,0,7.33,64,27,0,8.99,64,37,2,210.32,24,5,7,9,1,1.66,6,0,26,0.9999999999999998,5,1,0.65,0.42,0.58,0.21,63,75,한국전력
462,232,2019-02-08,KB손해보험,1,1,64,80,50,5,7,0.62,19,9,1,2,0.47,9,9,0,0,1.0,0,0,0,0,0.0,24,12,3,5,0.5,11,9,1,0,0.82,17,11,0,0,0.65,79,5,10,0.06,36,22,13,1,5.5,86,51,0,12.75,62,31,3,181.54,47,9,8,21,3,2.5,8,0,21,1.0,6,2,0.61,0.59,0.5,0.19,98,87,삼성화재
463,232,2019-02-08,삼성화재,0,0,64,99,55,9,8,0.56,44,28,5,4,0.64,4,1,1,0,0.25,0,0,0,0,0.0,29,14,3,2,0.48,14,6,0,1,0.43,8,6,0,1,0.75,78,4,17,0.05,29,22,7,0,5.5,75,42,0,10.5,85,45,8,105.36,41,5,10,23,0,1.25,3,0,25,1.0,6,3,0.76,0.56,0.53,0.12,87,98,KB손해보험
464,233,2019-02-09,OK저축은행,0,0,67,93,47,12,8,0.51,27,8,5,4,0.3,2,0,0,0,0.0,0,0,0,0,0.0,27,16,4,2,0.59,17,11,1,1,0.65,20,12,2,1,0.6,80,10,15,0.12,44,32,12,0,8.0,98,47,1,11.75,77,35,6,112.29,39,10,8,16,1,2.5,9,0,25,0.9999999999999996,6,4,0.73,0.48,0.45,0.26,85,94,우리카드
465,233,2019-02-09,우리카드,1,1,67,91,46,11,6,0.51,39,21,6,2,0.54,0,0,0,0,0.0,0,0,0,0,0.0,20,12,2,2,0.6,10,3,0,0,0.3,22,10,3,2,0.45,92,7,9,0.08,52,41,11,0,10.25,84,41,1,10.25,69,23,10,103.64,48,14,16,13,0,3.5,9,0,16,0.9999999999999996,6,6,0.79,0.49,0.33,0.29,94,85,OK저축은행
466,234,2019-02-10,대한항공,1,1,73,103,55,11,6,0.53,33,16,5,2,0.48,1,1,0,0,1.0,0,0,0,0,0.0,21,12,1,2,0.57,13,6,1,1,0.46,35,20,4,1,0.57,97,7,13,0.07,56,37,19,0,7.9,107,57,0,11.45,81,41,6,224.86,48,11,11,19,1,2.35,8,0,20,1.0,6,0,0.66,0.53,0.51,0.23,106,100,한국전력
467,234,2019-02-10,한국전력,0,0,79,114,60,11,10,0.53,31,17,5,4,0.55,3,1,0,0,0.33,0,0,0,0,0.0,37,22,2,4,0.59,12,7,0,0,0.58,31,13,4,2,0.42,99,7,16,0.07,49,42,7,0,8.6,112,59,0,11.85,88,29,8,209.39,50,12,15,20,0,2.4000000000000004,8,0,26,0.9999999999999996,6,5,0.86,0.53,0.33,0.24,100,106,대한항공
468,235,2019-02-11,KB손해보험,0,1,73,97,57,5,5,0.59,22,9,0,1,0.41,7,5,0,1,0.71,0,0,0,0,0.0,33,20,2,1,0.61,9,7,1,0,0.78,26,16,2,2,0.62,90,9,16,0.1,41,29,12,0,7.83,102,58,1,14.5,80,37,6,188.41,42,7,12,21,0,1.91,7,0,22,1.0,5,2,0.71,0.57,0.46,0.17,98,89,현대캐피탈
469,235,2019-02-11,현대캐피탈,1,0,67,97,56,8,8,0.58,33,15,6,3,0.45,0,0,0,0,0.0,0,0,0,0,0.0,25,16,2,1,0.64,22,14,0,2,0.64,17,11,0,2,0.65,89,6,10,0.07,48,31,16,1,8.0,91,51,1,12.83,81,40,9,198.55,42,5,16,16,1,1.42,3,0,21,0.9999999999999996,6,1,0.65,0.56,0.49,0.12,89,98,KB손해보험
470,236,2019-02-12,삼성화재,1,0,49,80,39,5,14,0.49,36,20,2,5,0.56,2,2,0,0,1.0,0,0,0,0,0.0,25,8,2,9,0.32,13,7,1,0,0.54,4,2,0,0,0.5,70,3,10,0.04,35,23,12,0,5.75,89,38,1,9.67,72,33,10,138.19,45,7,10,19,2,1.83,8,0,27,0.9999999999999998,6,3,0.66,0.43,0.46,0.16,75,98,우리카드
471,236,2019-02-12,우리카드,0,1,65,91,49,10,4,0.54,31,16,5,1,0.52,1,1,0,0,1.0,0,0,0,0,0.0,21,12,1,2,0.57,8,4,1,0,0.5,30,16,3,1,0.53,89,10,15,0.11,39,30,9,0,7.75,91,48,0,12.0,66,36,3,157.52,36,6,5,20,1,1.58,6,0,20,0.9999999999999998,4,6,0.77,0.53,0.55,0.17,98,75,삼성화재
472,237,2019-02-14,OK저축은행,1,0,38,59,30,5,7,0.51,21,9,2,2,0.43,3,2,0,0,0.67,0,0,0,0,0.0,14,8,0,3,0.57,9,5,1,1,0.56,12,6,2,1,0.5,44,5,10,0.11,21,12,9,0,4.0,15,3,0,1.0,31,8,4,50.0,22,3,5,10,2,1.0,1,0,19,1.0,4,4,0.57,0.2,0.26,0.14,65,78,현대캐피탈
473,237,2019-02-14,현대캐피탈,0,1,53,67,41,3,5,0.61,22,13,1,2,0.59,0,0,0,0,0.0,0,0,0,0,0.0,17,9,2,1,0.53,9,6,0,1,0.67,19,13,0,1,0.68,75,6,13,0.08,37,27,10,0,9.0,70,40,1,13.33,53,24,7,224.52,29,6,11,8,1,1.99,4,0,20,0.9999999999999996,6,1,0.73,0.57,0.45,0.21,78,65,OK저축은행
474,238,2019-02-15,대한항공,1,1,73,104,56,15,3,0.54,25,16,2,0,0.64,0,0,0,0,0.0,0,0,0,0,0.0,30,12,6,3,0.4,16,8,2,0,0.5,33,20,5,0,0.61,97,9,15,0.09,55,38,17,0,7.73,110,53,1,10.9,83,51,5,154.17000000000002,51,8,15,23,0,1.83,8,0,19,1.0,6,0,0.69,0.48,0.61,0.16,105,101,삼성화재
475,238,2019-02-15,삼성화재,0,0,80,109,60,7,9,0.55,48,29,5,2,0.6,2,1,0,0,0.5,1,0,0,0,0.0,31,21,1,2,0.68,12,2,0,0,0.17,15,7,1,5,0.47,96,5,18,0.05,52,36,16,0,7.43,94,48,0,9.65,84,40,10,248.21,46,15,9,16,1,3.2,10,0,28,1.0,6,3,0.69,0.51,0.48,0.33,101,105,대한항공
476,239,2019-02-16,우리카드,0,1,77,108,58,7,8,0.54,32,12,2,3,0.38,0,0,0,0,0.0,0,0,0,0,0.0,24,16,1,1,0.67,11,8,0,0,0.73,41,22,4,4,0.54,94,2,11,0.02,56,42,14,0,8.55,123,63,0,12.75,91,49,2,179.56,69,17,11,26,2,3.65,12,0,21,0.9999999999999998,6,6,0.75,0.51,0.54,0.25,105,102,한국전력
477,239,2019-02-16,한국전력,1,0,76,132,65,19,6,0.49,42,18,8,4,0.43,4,1,1,0,0.25,0,0,0,0,0.0,39,24,2,1,0.62,19,9,2,0,0.47,28,13,6,1,0.46,101,2,11,0.02,60,47,13,0,9.95,133,62,1,12.4,91,53,2,371.48,59,9,15,24,1,1.85,8,0,19,0.9999999999999998,6,5,0.78,0.47,0.58,0.15,102,105,우리카드
478,240,2019-02-17,KB손해보험,1,0,64,101,53,8,4,0.52,31,18,0,2,0.58,2,2,0,0,1.0,0,0,0,0,0.0,31,17,5,2,0.55,13,7,0,0,0.54,24,9,3,0,0.38,97,8,17,0.08,59,46,12,1,9.3,108,53,1,10.6,82,26,14,156.25,51,3,19,25,0,0.73,2,0,23,1.0,6,2,0.78,0.49,0.32,0.06,104,111,OK저축은행
479,240,2019-02-17,OK저축은행,0,1,82,112,60,3,9,0.54,38,14,1,4,0.37,0,0,0,0,0.0,0,0,0,0,0.0,35,20,1,3,0.57,16,12,0,0,0.75,23,14,1,2,0.61,112,14,27,0.12,57,41,15,1,8.530000000000001,109,59,1,16.27,82,32,8,226.47,56,8,16,23,1,1.78,6,0,39,0.9999999999999996,6,4,0.72,0.54,0.39,0.14,111,104,KB손해보험
